country,year,value,variable,GCM,SRES,iso
Serbia and Montenegro,1997,5311.811461,HDD,CCSM3x,A2,mne
Malawi,1997,138.1693115,HDD,CCSM3x,A2,mwi
Liberia,1997,0.212878384,HDD,CCSM3x,A2,lbr
Portugal,1997,2237.768323,HDD,CCSM3x,A2,prt
Hungary,1997,5515.442395,HDD,CCSM3x,A2,hun
Jordan,1997,1853.211023,HDD,CCSM3x,A2,jor
Azerbaijan,1997,4673.166528,HDD,CCSM3x,A2,aze
Panama,1997,0.714830601,HDD,CCSM3x,A2,pan
French Guiana,1997,0.004798591,HDD,CCSM3x,A2,guf
Austria,1997,6430.089331,HDD,CCSM3x,A2,aut
United Arab Emirates,1997,116.3706907,HDD,CCSM3x,A2,are
Czech Republic,1997,6450.106306,HDD,CCSM3x,A2,cze
Ireland,1997,5589.863396,HDD,CCSM3x,A2,irl
Sierra Leone,1997,0.324135983,HDD,CCSM3x,A2,sle
Sri Lanka,1997,0.068355318,HDD,CCSM3x,A2,lka
Georgia,1997,5804.105753,HDD,CCSM3x,A2,geo
Latvia,1997,7543.536453,HDD,CCSM3x,A2,lva
Lithuania,1997,7372.845009,HDD,CCSM3x,A2,ltu
Croatia,1997,4980.978299,HDD,CCSM3x,A2,hrv
Togo,1997,0.133030387,HDD,CCSM3x,A2,tgo
Costa Rica,1997,34.88259463,HDD,CCSM3x,A2,cri
Denmark,1997,1008.255626,HDD,CCSM3x,A2,dnk
Dominican Republic,1997,11.96342188,HDD,CCSM3x,A2,dom
Bosnia &#38; Herzegovina,1997,5975.881875,HDD,CCSM3x,A2,bih
Slovakia,1997,6553.525635,HDD,CCSM3x,A2,svk
Estonia,1997,7698.866881,HDD,CCSM3x,A2,est
Solomon Is.,1997,0.229256647,HDD,CCSM3x,A2,slb
Switzerland,1997,6835.182909,HDD,CCSM3x,A2,che
Taiwan,1997,1248.966479,HDD,CCSM3x,A2,twn
Bhutan,1997,4828.639109,HDD,CCSM3x,A2,btn
Netherlands,1997,4772.293638,HDD,CCSM3x,A2,nld
Guinea-Bissau,1997,0.033203583,HDD,CCSM3x,A2,gnb
Moldova,1997,5828.897305,HDD,CCSM3x,A2,mda
Haiti,1997,0,HDD,CCSM3x,A2,hti
Belgium,1997,5274.323768,HDD,CCSM3x,A2,bel
Lesotho,1997,4211.986873,HDD,CCSM3x,A2,lso
Albania,1997,4142.455562,HDD,CCSM3x,A2,alb
Fiji,1997,0.674050863,HDD,CCSM3x,A2,fji
Armenia,1997,7256.784809,HDD,CCSM3x,A2,arm
The Bahamas,1997,18.89751705,HDD,CCSM3x,A2,bhs
Equatorial Guinea,1997,1.52637739,HDD,CCSM3x,A2,gnq
Burundi,1997,50.01727321,HDD,CCSM3x,A2,bdi
Belize,1997,2.586180208,HDD,CCSM3x,A2,blz
Macedonia,1997,5548.172348,HDD,CCSM3x,A2,mkd
Rwanda,1997,196.5142946,HDD,CCSM3x,A2,rwa
New Caledonia,1997,72.50009408,HDD,CCSM3x,A2,ncl
Djibouti,1997,0.38992044,HDD,CCSM3x,A2,dji
Israel,1997,1246.805167,HDD,CCSM3x,A2,isr
El Salvador,1997,0.696192464,HDD,CCSM3x,A2,slv
Slovenia,1997,5795.794392,HDD,CCSM3x,A2,svn
Vanuatu,1997,0.457649944,HDD,CCSM3x,A2,vut
French Polynesia,1997,0,HDD,CCSM3x,A2,pyf
Kuwait,1997,762.3667187,HDD,CCSM3x,A2,kwt
Swaziland,1997,511.1305132,HDD,CCSM3x,A2,swz
Timor-Leste,1997,1.038723184,HDD,CCSM3x,A2,tls
Jamaica,1997,0.729367879,HDD,CCSM3x,A2,jam
Qatar,1997,183.7097868,HDD,CCSM3x,A2,qat
The Gambia,1997,0.085161602,HDD,CCSM3x,A2,gmb
Cyprus,1997,1644.94014,HDD,CCSM3x,A2,cyp
Lebanon,1997,2556.890308,HDD,CCSM3x,A2,lbn
Puerto Rico,1997,0,HDD,CCSM3x,A2,pri
Cape Verde,1997,2.97166041,HDD,CCSM3x,A2,cpv
Trinidad &#38; Tobago,1997,0,HDD,CCSM3x,A2,tto
Brunei,1997,0,HDD,CCSM3x,A2,brn
Occupied Palestinian Territory,1997,1472.977654,HDD,CCSM3x,A2,pse
Samoa,1997,0,HDD,CCSM3x,A2,wsm
Guadeloupe,1997,0,HDD,CCSM3x,A2,glp
Reunion,1997,0,HDD,CCSM3x,A2,reu
Comoros,1997,0.205310545,HDD,CCSM3x,A2,com
Luxembourg,1997,5853.480231,HDD,CCSM3x,A2,lux
Hong Kong,1997,0,HDD,CCSM3x,A2,hkg
Singapore,1997,0,HDD,CCSM3x,A2,sgp
Western Sahara,1997,210.7231218,HDD,CCSM3x,A2,esh
Russia,1998,9124.125283,HDD,CCSM3x,A2,rus
Canada,1998,7969.266808,HDD,CCSM3x,A2,can
United States,1998,4270.81718,HDD,CCSM3x,A2,usa
China,1998,4185.314533,HDD,CCSM3x,A2,chn
Brazil,1998,271.4049387,HDD,CCSM3x,A2,bra
Australia,1998,1955.314914,HDD,CCSM3x,A2,aus
India,1998,308.2137697,HDD,CCSM3x,A2,ind
Argentina,1998,1972.715646,HDD,CCSM3x,A2,arg
Kazakhstan,1998,8185.729892,HDD,CCSM3x,A2,kaz
Sudan,1998,14.6213887,HDD,CCSM3x,A2,sdn
Algeria,1998,2222.492704,HDD,CCSM3x,A2,dza
Congo DRC,1998,68.83174948,HDD,CCSM3x,A2,cod
Indonesia,1998,0.153138997,HDD,CCSM3x,A2,idn
Mexico,1998,1281.948611,HDD,CCSM3x,A2,mex
Saudi Arabia,1998,349.3072012,HDD,CCSM3x,A2,sau
Libya,1998,1108.937311,HDD,CCSM3x,A2,lby
Iran,1998,3966.761598,HDD,CCSM3x,A2,irn
Mongolia,1998,12696.70345,HDD,CCSM3x,A2,mng
Peru,1998,2489.646105,HDD,CCSM3x,A2,per
Chad,1998,6.485600525,HDD,CCSM3x,A2,tcd
Angola,1998,91.61039172,HDD,CCSM3x,A2,ago
Mali,1998,1.519257446,HDD,CCSM3x,A2,mli
South Africa,1998,1386.341531,HDD,CCSM3x,A2,zaf
Niger,1998,8.503973783,HDD,CCSM3x,A2,ner
Colombia,1998,894.9388923,HDD,CCSM3x,A2,col
Ethiopia,1998,545.044873,HDD,CCSM3x,A2,eth
Bolivia,1998,3258.154832,HDD,CCSM3x,A2,bol
Mauritania,1998,5.572277723,HDD,CCSM3x,A2,mrt
Egypt,1998,842.16802,HDD,CCSM3x,A2,egy
Venezuela,1998,8.18706541,HDD,CCSM3x,A2,ven
Nigeria,1998,1.150816626,HDD,CCSM3x,A2,nga
Tanzania,1998,51.81625959,HDD,CCSM3x,A2,tza
Namibia,1998,597.3942951,HDD,CCSM3x,A2,nam
Chile,1998,4949.245531,HDD,CCSM3x,A2,chl
Pakistan,1998,1040.886998,HDD,CCSM3x,A2,pak
Turkey,1998,3487.204578,HDD,CCSM3x,A2,tur
Mozambique,1998,36.76342555,HDD,CCSM3x,A2,moz
Zambia,1998,205.9299422,HDD,CCSM3x,A2,zmb
Myanmar,1998,82.91427931,HDD,CCSM3x,A2,mmr
Morocco,1998,1853.339305,HDD,CCSM3x,A2,mar
Somalia,1998,3.991266868,HDD,CCSM3x,A2,som
Afghanistan,1998,5299.71153,HDD,CCSM3x,A2,afg
Central African Republic,1998,1.050733531,HDD,CCSM3x,A2,caf
Madagascar,1998,359.5928689,HDD,CCSM3x,A2,mdg
Ukraine,1998,6578.439307,HDD,CCSM3x,A2,ukr
Kenya,1998,363.6441168,HDD,CCSM3x,A2,ken
Botswana,1998,586.3759943,HDD,CCSM3x,A2,bwa
France,1998,4656.264651,HDD,CCSM3x,A2,fra
Thailand,1998,12.32605045,HDD,CCSM3x,A2,tha
Spain,1998,3356.665102,HDD,CCSM3x,A2,esp
Papua New Guinea,1998,1.325272923,HDD,CCSM3x,A2,png
Turkmenistan,1998,4001.138328,HDD,CCSM3x,A2,tkm
Cameroon,1998,2.263617593,HDD,CCSM3x,A2,cmr
Sweden,1998,4816.829282,HDD,CCSM3x,A2,swe
Iraq,1998,1436.842183,HDD,CCSM3x,A2,irq
Yemen,1998,639.7394448,HDD,CCSM3x,A2,yem
Uzbekistan,1998,4443.170201,HDD,CCSM3x,A2,uzb
Japan,1998,4183.856533,HDD,CCSM3x,A2,jpn
Paraguay,1998,406.0869029,HDD,CCSM3x,A2,pry
Zimbabwe,1998,527.0491751,HDD,CCSM3x,A2,zwe
Philippines,1998,1.031372749,HDD,CCSM3x,A2,phl
Germany,1998,5775.887278,HDD,CCSM3x,A2,deu
Norway,1998,8020.004402,HDD,CCSM3x,A2,nor
Malaysia,1998,0.225309419,HDD,CCSM3x,A2,mys
Finland,1998,8774.791677,HDD,CCSM3x,A2,fin
Congo,1998,0.092862423,HDD,CCSM3x,A2,cog
Vietnam,1998,172.4752964,HDD,CCSM3x,A2,vnm
Cote dIvoire,1998,0.447725392,HDD,CCSM3x,A2,civ
Oman,1998,93.80988722,HDD,CCSM3x,A2,omn
Italy,1998,4164.633309,HDD,CCSM3x,A2,ita
Poland,1998,6478.551047,HDD,CCSM3x,A2,pol
New Zealand,1998,2920.901333,HDD,CCSM3x,A2,nzl
Burkina Faso,1998,0.263849271,HDD,CCSM3x,A2,bfa
United Kingdom,1998,5566.791893,HDD,CCSM3x,A2,gbr
Gabon,1998,0.881805467,HDD,CCSM3x,A2,gab
Ecuador,1998,1217.608864,HDD,CCSM3x,A2,ecu
Guinea,1998,0.082244829,HDD,CCSM3x,A2,gin
Ghana,1998,0.377749782,HDD,CCSM3x,A2,gha
Romania,1998,5685.162977,HDD,CCSM3x,A2,rom
Laos,1998,148.2012803,HDD,CCSM3x,A2,lao
Uganda,1998,54.33778747,HDD,CCSM3x,A2,uga
Guyana,1998,0.125653867,HDD,CCSM3x,A2,guy
Belarus,1998,7415.758239,HDD,CCSM3x,A2,blr
Senegal,1998,0.247154927,HDD,CCSM3x,A2,sen
Kyrgyzstan,1998,8798.182758,HDD,CCSM3x,A2,kgz
Syria,1998,2512.347688,HDD,CCSM3x,A2,syr
Cambodia,1998,0.435106734,HDD,CCSM3x,A2,khm
Uruguay,1998,1744.647221,HDD,CCSM3x,A2,ury
Greece,1998,3177.91478,HDD,CCSM3x,A2,grc
Tunisia,1998,1660.789002,HDD,CCSM3x,A2,tun
Suriname,1998,0.005106067,HDD,CCSM3x,A2,sur
Nepal,1998,1801.661881,HDD,CCSM3x,A2,npl
Bangladesh,1998,51.94931427,HDD,CCSM3x,A2,bgd
Tajikistan,1998,5636.703277,HDD,CCSM3x,A2,tjk
Cuba,1998,12.10166348,HDD,CCSM3x,A2,cub
North Korea,1998,7071.878599,HDD,CCSM3x,A2,prk
Eritrea,1998,87.08229152,HDD,CCSM3x,A2,eri
Nicaragua,1998,1.984874672,HDD,CCSM3x,A2,nic
Honduras,1998,21.90143497,HDD,CCSM3x,A2,hnd
Benin,1998,0.033320209,HDD,CCSM3x,A2,ben
South Korea,1998,4990.228053,HDD,CCSM3x,A2,kor
Bulgaria,1998,5709.421013,HDD,CCSM3x,A2,bgr
Guatemala,1998,301.1148051,HDD,CCSM3x,A2,gtm
Iceland,1998,9075.711528,HDD,CCSM3x,A2,isl
Serbia and Montenegro,1998,5297.854777,HDD,CCSM3x,A2,mne
Malawi,1998,136.450786,HDD,CCSM3x,A2,mwi
Liberia,1998,0.224361146,HDD,CCSM3x,A2,lbr
Portugal,1998,2228.7746310000002,HDD,CCSM3x,A2,prt
Hungary,1998,5501.250262,HDD,CCSM3x,A2,hun
Jordan,1998,1846.475035,HDD,CCSM3x,A2,jor
Azerbaijan,1998,4661.716744,HDD,CCSM3x,A2,aze
Panama,1998,0.708963845,HDD,CCSM3x,A2,pan
French Guiana,1998,0.005110869,HDD,CCSM3x,A2,guf
Austria,1998,6413.632651,HDD,CCSM3x,A2,aut
United Arab Emirates,1998,117.2217698,HDD,CCSM3x,A2,are
Czech Republic,1998,6434.075878,HDD,CCSM3x,A2,cze
Ireland,1998,5573.1948,HDD,CCSM3x,A2,irl
Sierra Leone,1998,0.321297874,HDD,CCSM3x,A2,sle
Sri Lanka,1998,0.072404947,HDD,CCSM3x,A2,lka
Georgia,1998,5791.861685,HDD,CCSM3x,A2,geo
Latvia,1998,7522.457959,HDD,CCSM3x,A2,lva
Lithuania,1998,7352.345239,HDD,CCSM3x,A2,ltu
Croatia,1998,4966.641929,HDD,CCSM3x,A2,hrv
Togo,1998,0.137562159,HDD,CCSM3x,A2,tgo
Costa Rica,1998,34.36066446,HDD,CCSM3x,A2,cri
Denmark,1998,1005.2459700000001,HDD,CCSM3x,A2,dnk
Dominican Republic,1998,11.83347426,HDD,CCSM3x,A2,dom
Bosnia &#38; Herzegovina,1998,5959.208253,HDD,CCSM3x,A2,bih
Slovakia,1998,6537.504479,HDD,CCSM3x,A2,svk
Estonia,1998,7675.045691,HDD,CCSM3x,A2,est
Solomon Is.,1998,0.22179067,HDD,CCSM3x,A2,slb
Switzerland,1998,6818.421011,HDD,CCSM3x,A2,che
Taiwan,1998,1244.418454,HDD,CCSM3x,A2,twn
Bhutan,1998,4811.360681,HDD,CCSM3x,A2,btn
Netherlands,1998,4756.910799,HDD,CCSM3x,A2,nld
Guinea-Bissau,1998,0.031447255,HDD,CCSM3x,A2,gnb
Moldova,1998,5819.513666,HDD,CCSM3x,A2,mda
Haiti,1998,0,HDD,CCSM3x,A2,hti
Belgium,1998,5258.875996,HDD,CCSM3x,A2,bel
Lesotho,1998,4199.504535,HDD,CCSM3x,A2,lso
Albania,1998,4131.096129,HDD,CCSM3x,A2,alb
Fiji,1998,0.66583761,HDD,CCSM3x,A2,fji
Armenia,1998,7240.770199,HDD,CCSM3x,A2,arm
The Bahamas,1998,18.62116808,HDD,CCSM3x,A2,bhs
Equatorial Guinea,1998,1.554297202,HDD,CCSM3x,A2,gnq
Burundi,1998,48.72541459,HDD,CCSM3x,A2,bdi
Belize,1998,2.456704015,HDD,CCSM3x,A2,blz
Macedonia,1998,5534.128027,HDD,CCSM3x,A2,mkd
Rwanda,1998,193.1084986,HDD,CCSM3x,A2,rwa
New Caledonia,1998,71.31394375,HDD,CCSM3x,A2,ncl
Djibouti,1998,0.376748572,HDD,CCSM3x,A2,dji
Israel,1998,1240.815705,HDD,CCSM3x,A2,isr
El Salvador,1998,0.688623669,HDD,CCSM3x,A2,slv
Slovenia,1998,5779.89195,HDD,CCSM3x,A2,svn
Vanuatu,1998,0.44601381,HDD,CCSM3x,A2,vut
French Polynesia,1998,0,HDD,CCSM3x,A2,pyf
Kuwait,1998,758.153081,HDD,CCSM3x,A2,kwt
Swaziland,1998,506.8789843,HDD,CCSM3x,A2,swz
Timor-Leste,1998,0.998631386,HDD,CCSM3x,A2,tls
Jamaica,1998,0.717383855,HDD,CCSM3x,A2,jam
Qatar,1998,183.5211038,HDD,CCSM3x,A2,qat
The Gambia,1998,0.084388055,HDD,CCSM3x,A2,gmb
Cyprus,1998,1639.237451,HDD,CCSM3x,A2,cyp
Lebanon,1998,2548.698658,HDD,CCSM3x,A2,lbn
Puerto Rico,1998,0,HDD,CCSM3x,A2,pri
Cape Verde,1998,3.052230719,HDD,CCSM3x,A2,cpv
Trinidad &#38; Tobago,1998,0,HDD,CCSM3x,A2,tto
Brunei,1998,0,HDD,CCSM3x,A2,brn
Occupied Palestinian Territory,1998,1466.758081,HDD,CCSM3x,A2,pse
Samoa,1998,0,HDD,CCSM3x,A2,wsm
Guadeloupe,1998,0,HDD,CCSM3x,A2,glp
Reunion,1998,0,HDD,CCSM3x,A2,reu
Comoros,1998,0.20211547,HDD,CCSM3x,A2,com
Luxembourg,1998,5839.183672,HDD,CCSM3x,A2,lux
Hong Kong,1998,0,HDD,CCSM3x,A2,hkg
Singapore,1998,0,HDD,CCSM3x,A2,sgp
Western Sahara,1998,208.8271294,HDD,CCSM3x,A2,esh
Russia,1999,9104.212679,HDD,CCSM3x,A2,rus
Canada,1999,7946.07979,HDD,CCSM3x,A2,can
United States,1999,4255.98786,HDD,CCSM3x,A2,usa
China,1999,4173.835176,HDD,CCSM3x,A2,chn
Brazil,1999,269.6370806,HDD,CCSM3x,A2,bra
Australia,1999,1946.949899,HDD,CCSM3x,A2,aus
India,1999,306.1202326,HDD,CCSM3x,A2,ind
Argentina,1999,1966.190846,HDD,CCSM3x,A2,arg
Kazakhstan,1999,8166.981322,HDD,CCSM3x,A2,kaz
Sudan,1999,14.50540368,HDD,CCSM3x,A2,sdn
Algeria,1999,2210.720338,HDD,CCSM3x,A2,dza
Congo DRC,1999,67.93079842,HDD,CCSM3x,A2,cod
Indonesia,1999,0.1633234,HDD,CCSM3x,A2,idn
Mexico,1999,1273.451239,HDD,CCSM3x,A2,mex
Saudi Arabia,1999,346.4112697,HDD,CCSM3x,A2,sau
Libya,1999,1101.943098,HDD,CCSM3x,A2,lby
Iran,1999,3955.839003,HDD,CCSM3x,A2,irn
Mongolia,1999,12671.67377,HDD,CCSM3x,A2,mng
Peru,1999,2479.579048,HDD,CCSM3x,A2,per
Chad,1999,6.44731782,HDD,CCSM3x,A2,tcd
Angola,1999,90.42498846,HDD,CCSM3x,A2,ago
Mali,1999,1.508090515,HDD,CCSM3x,A2,mli
South Africa,1999,1379.366421,HDD,CCSM3x,A2,zaf
Niger,1999,8.46317812,HDD,CCSM3x,A2,ner
Colombia,1999,888.4592757,HDD,CCSM3x,A2,col
Ethiopia,1999,538.269804,HDD,CCSM3x,A2,eth
Bolivia,1999,3245.498444,HDD,CCSM3x,A2,bol
Mauritania,1999,5.482160757,HDD,CCSM3x,A2,mrt
Egypt,1999,837.4905432,HDD,CCSM3x,A2,egy
Venezuela,1999,8.0561389,HDD,CCSM3x,A2,ven
Nigeria,1999,1.148426573,HDD,CCSM3x,A2,nga
Tanzania,1999,50.94993407,HDD,CCSM3x,A2,tza
Namibia,1999,591.6859247,HDD,CCSM3x,A2,nam
Chile,1999,4932.589176,HDD,CCSM3x,A2,chl
Pakistan,1999,1034.352271,HDD,CCSM3x,A2,pak
Turkey,1999,3478.60559,HDD,CCSM3x,A2,tur
Mozambique,1999,36.18749272,HDD,CCSM3x,A2,moz
Zambia,1999,203.6822688,HDD,CCSM3x,A2,zmb
Myanmar,1999,82.22033854,HDD,CCSM3x,A2,mmr
Morocco,1999,1841.606767,HDD,CCSM3x,A2,mar
Somalia,1999,3.909670876,HDD,CCSM3x,A2,som
Afghanistan,1999,5282.543116,HDD,CCSM3x,A2,afg
Central African Republic,1999,1.076923975,HDD,CCSM3x,A2,caf
Madagascar,1999,355.996112,HDD,CCSM3x,A2,mdg
Ukraine,1999,6566.6518830000005,HDD,CCSM3x,A2,ukr
Kenya,1999,359.751131,HDD,CCSM3x,A2,ken
Botswana,1999,581.4113204,HDD,CCSM3x,A2,bwa
France,1999,4641.896581,HDD,CCSM3x,A2,fra
Thailand,1999,12.20023746,HDD,CCSM3x,A2,tha
Spain,1999,3344.129064,HDD,CCSM3x,A2,esp
Papua New Guinea,1999,1.2917663,HDD,CCSM3x,A2,png
Turkmenistan,1999,3990.319975,HDD,CCSM3x,A2,tkm
Cameroon,1999,2.248639273,HDD,CCSM3x,A2,cmr
Sweden,1999,4800.851955,HDD,CCSM3x,A2,swe
Iraq,1999,1430.588574,HDD,CCSM3x,A2,irq
Yemen,1999,634.6619197,HDD,CCSM3x,A2,yem
Uzbekistan,1999,4430.686591,HDD,CCSM3x,A2,uzb
Japan,1999,4170.909497,HDD,CCSM3x,A2,jpn
Paraguay,1999,402.1626047,HDD,CCSM3x,A2,pry
Zimbabwe,1999,522.5277032,HDD,CCSM3x,A2,zwe
Philippines,1999,1.081382685,HDD,CCSM3x,A2,phl
Germany,1999,5759.816321,HDD,CCSM3x,A2,deu
Norway,1999,7991.357271,HDD,CCSM3x,A2,nor
Malaysia,1999,0.244462454,HDD,CCSM3x,A2,mys
Finland,1999,8746.028131,HDD,CCSM3x,A2,fin
Congo,1999,0.097828888,HDD,CCSM3x,A2,cog
Vietnam,1999,171.4994674,HDD,CCSM3x,A2,vnm
Cote dIvoire,1999,0.471443799,HDD,CCSM3x,A2,civ
Oman,1999,92.6062989,HDD,CCSM3x,A2,omn
Italy,1999,4151.616161,HDD,CCSM3x,A2,ita
Poland,1999,6461.996736,HDD,CCSM3x,A2,pol
New Zealand,1999,2909.94571,HDD,CCSM3x,A2,nzl
Burkina Faso,1999,0.273641184,HDD,CCSM3x,A2,bfa
United Kingdom,1999,5548.191154,HDD,CCSM3x,A2,gbr
Gabon,1999,0.902372662,HDD,CCSM3x,A2,gab
Ecuador,1999,1212.424897,HDD,CCSM3x,A2,ecu
Guinea,1999,0.08136129,HDD,CCSM3x,A2,gin
Ghana,1999,0.396348107,HDD,CCSM3x,A2,gha
Romania,1999,5673.616056,HDD,CCSM3x,A2,rom
Laos,1999,147.2751199,HDD,CCSM3x,A2,lao
Uganda,1999,53.66049747,HDD,CCSM3x,A2,uga
Guyana,1999,0.137969021,HDD,CCSM3x,A2,guy
Belarus,1999,7398.028559,HDD,CCSM3x,A2,blr
Senegal,1999,0.236584397,HDD,CCSM3x,A2,sen
Kyrgyzstan,1999,8778.050399,HDD,CCSM3x,A2,kgz
Syria,1999,2504.101897,HDD,CCSM3x,A2,syr
Cambodia,1999,0.435682423,HDD,CCSM3x,A2,khm
Uruguay,1999,1737.371242,HDD,CCSM3x,A2,ury
Greece,1999,3168.150157,HDD,CCSM3x,A2,grc
Tunisia,1999,1653.106657,HDD,CCSM3x,A2,tun
Suriname,1999,0.005563072,HDD,CCSM3x,A2,sur
Nepal,1999,1791.775738,HDD,CCSM3x,A2,npl
Bangladesh,1999,51.12813498,HDD,CCSM3x,A2,bgd
Tajikistan,1999,5620.129187,HDD,CCSM3x,A2,tjk
Cuba,1999,11.91486148,HDD,CCSM3x,A2,cub
North Korea,1999,7054.63016,HDD,CCSM3x,A2,prk
Eritrea,1999,85.99585898,HDD,CCSM3x,A2,eri
Nicaragua,1999,1.982947179,HDD,CCSM3x,A2,nic
Honduras,1999,21.54604141,HDD,CCSM3x,A2,hnd
Benin,1999,0.034197599,HDD,CCSM3x,A2,ben
South Korea,1999,4975.93841,HDD,CCSM3x,A2,kor
Bulgaria,1999,5695.635342,HDD,CCSM3x,A2,bgr
Guatemala,1999,298.376109,HDD,CCSM3x,A2,gtm
Iceland,1999,9040.942782,HDD,CCSM3x,A2,isl
Serbia and Montenegro,1999,5283.678096,HDD,CCSM3x,A2,mne
Malawi,1999,134.6993221,HDD,CCSM3x,A2,mwi
Liberia,1999,0.235612981,HDD,CCSM3x,A2,lbr
Portugal,1999,2219.693808,HDD,CCSM3x,A2,prt
Hungary,1999,5486.866513,HDD,CCSM3x,A2,hun
Jordan,1999,1839.583116,HDD,CCSM3x,A2,jor
Azerbaijan,1999,4650.153734,HDD,CCSM3x,A2,aze
Panama,1999,0.702872232,HDD,CCSM3x,A2,pan
French Guiana,1999,0.005419862,HDD,CCSM3x,A2,guf
Austria,1999,6397.018712,HDD,CCSM3x,A2,aut
United Arab Emirates,1999,118.0300492,HDD,CCSM3x,A2,are
Czech Republic,1999,6417.889063,HDD,CCSM3x,A2,cze
Ireland,1999,5556.392962,HDD,CCSM3x,A2,irl
Sierra Leone,1999,0.318110433,HDD,CCSM3x,A2,sle
Sri Lanka,1999,0.076397673,HDD,CCSM3x,A2,lka
Georgia,1999,5779.451637,HDD,CCSM3x,A2,geo
Latvia,1999,7501.389779,HDD,CCSM3x,A2,lva
Lithuania,1999,7331.748373,HDD,CCSM3x,A2,ltu
Croatia,1999,4952.16473,HDD,CCSM3x,A2,hrv
Togo,1999,0.141939061,HDD,CCSM3x,A2,tgo
Costa Rica,1999,33.83475441,HDD,CCSM3x,A2,cri
Denmark,1999,1002.219257,HDD,CCSM3x,A2,dnk
Dominican Republic,1999,11.70750242,HDD,CCSM3x,A2,dom
Bosnia &#38; Herzegovina,1999,5942.250158,HDD,CCSM3x,A2,bih
Slovakia,1999,6521.307357,HDD,CCSM3x,A2,svk
Estonia,1999,7651.162255,HDD,CCSM3x,A2,est
Solomon Is.,1999,0.214309948,HDD,CCSM3x,A2,slb
Switzerland,1999,6801.519889,HDD,CCSM3x,A2,che
Taiwan,1999,1239.784969,HDD,CCSM3x,A2,twn
Bhutan,1999,4793.849418,HDD,CCSM3x,A2,btn
Netherlands,1999,4741.441918,HDD,CCSM3x,A2,nld
Guinea-Bissau,1999,0.029685685,HDD,CCSM3x,A2,gnb
Moldova,1999,5810.021698,HDD,CCSM3x,A2,mda
Haiti,1999,0,HDD,CCSM3x,A2,hti
Belgium,1999,5243.323252,HDD,CCSM3x,A2,bel
Lesotho,1999,4186.757236,HDD,CCSM3x,A2,lso
Albania,1999,4119.520213,HDD,CCSM3x,A2,alb
Fiji,1999,0.658065422,HDD,CCSM3x,A2,fji
Armenia,1999,7224.539344,HDD,CCSM3x,A2,arm
The Bahamas,1999,18.34373021,HDD,CCSM3x,A2,bhs
Equatorial Guinea,1999,1.580354602,HDD,CCSM3x,A2,gnq
Burundi,1999,47.44273832,HDD,CCSM3x,A2,bdi
Belize,1999,2.327898628,HDD,CCSM3x,A2,blz
Macedonia,1999,5519.869583,HDD,CCSM3x,A2,mkd
Rwanda,1999,189.7120641,HDD,CCSM3x,A2,rwa
New Caledonia,1999,70.11812185,HDD,CCSM3x,A2,ncl
Djibouti,1999,0.363385494,HDD,CCSM3x,A2,dji
Israel,1999,1234.707589,HDD,CCSM3x,A2,isr
El Salvador,1999,0.680985737,HDD,CCSM3x,A2,slv
Slovenia,1999,5763.813003,HDD,CCSM3x,A2,svn
Vanuatu,1999,0.434648029,HDD,CCSM3x,A2,vut
French Polynesia,1999,0,HDD,CCSM3x,A2,pyf
Kuwait,1999,753.8394109,HDD,CCSM3x,A2,kwt
Swaziland,1999,502.586451,HDD,CCSM3x,A2,swz
Timor-Leste,1999,0.959038548,HDD,CCSM3x,A2,tls
Jamaica,1999,0.704828755,HDD,CCSM3x,A2,jam
Qatar,1999,183.296613,HDD,CCSM3x,A2,qat
The Gambia,1999,0.083525425,HDD,CCSM3x,A2,gmb
Cyprus,1999,1633.3734240000001,HDD,CCSM3x,A2,cyp
Lebanon,1999,2540.309472,HDD,CCSM3x,A2,lbn
Puerto Rico,1999,0,HDD,CCSM3x,A2,pri
Cape Verde,1999,3.132856575,HDD,CCSM3x,A2,cpv
Trinidad &#38; Tobago,1999,0,HDD,CCSM3x,A2,tto
Brunei,1999,0,HDD,CCSM3x,A2,brn
Occupied Palestinian Territory,1999,1460.43364,HDD,CCSM3x,A2,pse
Samoa,1999,0,HDD,CCSM3x,A2,wsm
Guadeloupe,1999,0,HDD,CCSM3x,A2,glp
Reunion,1999,0,HDD,CCSM3x,A2,reu
Comoros,1999,0.198715422,HDD,CCSM3x,A2,com
Luxembourg,1999,5824.771607,HDD,CCSM3x,A2,lux
Hong Kong,1999,0,HDD,CCSM3x,A2,hkg
Singapore,1999,0,HDD,CCSM3x,A2,sgp
Western Sahara,1999,206.9254041,HDD,CCSM3x,A2,esh
Russia,2000,9084.232915,HDD,CCSM3x,A2,rus
Canada,2000,7922.724352,HDD,CCSM3x,A2,can
United States,2000,4240.978063,HDD,CCSM3x,A2,usa
China,2000,4162.250884,HDD,CCSM3x,A2,chn
Brazil,2000,267.8612636,HDD,CCSM3x,A2,bra
Australia,2000,1938.512246,HDD,CCSM3x,A2,aus
India,2000,304.0012849,HDD,CCSM3x,A2,ind
Argentina,2000,1959.657811,HDD,CCSM3x,A2,arg
Kazakhstan,2000,8148.247906,HDD,CCSM3x,A2,kaz
Sudan,2000,14.38718697,HDD,CCSM3x,A2,sdn
Algeria,2000,2198.8248,HDD,CCSM3x,A2,dza
Congo DRC,2000,67.02678283,HDD,CCSM3x,A2,cod
